id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version
,P05230,P11362,FGF1_HUMAN,FGFR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05230,P21802,FGF1_HUMAN,FGFR2_HUMAN,curated,uniprot;reactome;PMID:27458533,True,LGarciaAlonso,R-HSA-190227,R-HSA-190260,R-HSA-5654738,,,CellPhoneDBcore<=4.1
,P05230,P22607,FGF1_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533,True,LGarciaAlonso,R-HSA-190232,R-HSA-190263,R-HSA-190239,,,CellPhoneDBcore<=4.1
,P05230,P22455,FGF1_HUMAN,FGFR4_HUMAN,curated,reactome;PMID:25772309,True,LGarciaAlonso,,R-HSA-190265,R-HSA-190322,,,CellPhoneDBcore<=4.1
,P05230,integrin_aVb3_complex,FGF1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O15520,P21802,FGF10_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-190227,R-HSA-190260,R-HSA-5654738,,,CellPhoneDBcore<=4.1
,O60258,P22607,FGF17_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,R-HSA-190232,R-HSA-190263,R-HSA-190239,,,CellPhoneDBcore<=4.1
,O95750,BetaKlotho_FGFR4,FGF19_HUMAN,,curated,uniprot;reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-1307953,R-HSA-1307955,R-HSA-190322,,,CellPhoneDBcore<=4.1
,P09038,P11362,FGF2_HUMAN,FGFR1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P09038,P21802,FGF2_HUMAN,FGFR2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P09038,P22607,FGF2_HUMAN,FGFR3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P09038,P22455,FGF2_HUMAN,FGFR4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P09038,integrin_aVb3_complex,FGF2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9NP95,P22607,FGF20_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-190232,R-HSA-190263,R-HSA-190239,,,CellPhoneDBcore<=4.1
,Q9NSA1,BetaKlotho_FGFR4,FGF21_HUMAN,,curated,uniprot;PMID:25772309,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q9HCT0,P21802,FGF22_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-190227,R-HSA-190260,R-HSA-5654738,,,CellPhoneDBcore<=4.1
,Q9GZV9,Klotho_FGFR1,FGF23_HUMAN,,curated,reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-500333,R-HSA-190268,R-HSA-5654736,,,CellPhoneDBcore<=4.1
,P11487,P21802,FGF3_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-190227,R-HSA-190260,R-HSA-5654738,,,CellPhoneDBcore<=4.1
,P08620,P11362,FGF4_HUMAN,FGFR1_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,,R-HSA-190256,R-HSA-5654736,,,CellPhoneDBcore<=4.1
,P12034,P11362,FGF5_HUMAN,FGFR1_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,,R-HSA-190256,R-HSA-5654736,,,CellPhoneDBcore<=4.1
,P10767,P11362,FGF6_HUMAN,FGFR1_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,,R-HSA-190256,R-HSA-5654736,,,CellPhoneDBcore<=4.1
,P21781,P21802,FGF7_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309,True,LGarciaAlonso,R-HSA-190227,R-HSA-190260,R-HSA-5654738,,,CellPhoneDBcore<=4.1
,P55075,P22607,FGF8_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,R-HSA-190232,R-HSA-190263,R-HSA-190239,,,CellPhoneDBcore<=4.1
,P31371,P22607,FGF9_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309,True,LGarciaAlonso,R-HSA-190232,R-HSA-190263,R-HSA-190239,,,CellPhoneDBcore<=4.1
,Q08830,P18627,FGL1_HUMAN,LAG3_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,fibrinogen,integrin_a2Bb3_complex,,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,fibrinogen,integrin_aMb2_complex,,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,fibrinogen,integrin_aXb2_complex,,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_a10b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_a11b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_a2b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_a2Bb3_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_a3b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_a4b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_a4b7_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_a5b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_a8b1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_aVb1_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_aVb3_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P02751,integrin_aVb5_complex,FINC_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P49771,P36888,FLT3L_HUMAN,FLT3_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Follitropin,P23945,,FSHR_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-391365,R-HSA-391378,R-HSA-375281,,,CellPhoneDBcore<=4.1
,P02794,Q6ZMJ2,FRIH_HUMAN,SCAR5_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P02792,Q6ZMJ2,FRIL_HUMAN,SCAR5_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P22466,GALR1,GALA_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P22466,GALR2,GALA_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P22466,GALR3,GALA_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q9UBC7,GALR1,GALP_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q9UBC7,GALR2,GALP_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q9UBC7,GALR3,GALP_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q14393,Q12866,GAS6_HUMAN,MERTK_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q14393,Q06418,GAS6_HUMAN,TYRO3_HUMAN,curated,uniprot,True,MCSanchoSerra,,,,,,CellPhoneDBcore<=4.1
,Q14393,P30530,GAS6_HUMAN,UFO_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P01350,P32239,GAST_HUMAN,GASR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-870269,,,,CellPhoneDBcore<=4.1
,P27539,ACVR_1B2B_receptor,GDF1_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P55107,ACVR_1B2B_receptor,GDF10_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O95390,ACVR_1B2A_receptor,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O95390,ACVR_1B2B_receptor,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O95390,TGFR_AVR2A,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O95390,TGFR_AVR2B,GDF11_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9UK05,ACVL1_ACVR2A,GDF2_HUMAN,,curated,PMID:25136781,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q9UK05,ACVL1_BMPR2,GDF2_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9NR23,ACVR_1B2B_receptor,GDF3_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P43026,BMPR1B_BMPR2,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P43026,BMR1A_ACR2A,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P43026,BMR1A_AVR2B,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P43026,BMR1B_AVR2A,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P43026,BMR1B_AVR2B,GDF5_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q6KF10,BMPR1A_BMPR2,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q6KF10,BMPR1B_BMPR2,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q6KF10,BMR1A_ACR2A,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q6KF10,BMR1B_AVR2A,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q6KF10,BMR1B_AVR2B,GDF6_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q7Z4P5,BMPR1A_BMPR2,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q7Z4P5,BMPR1B_BMPR2,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q7Z4P5,BMR1A_ACR2A,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q7Z4P5,BMR1A_AVR2B,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q7Z4P5,BMR1B_AVR2A,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q7Z4P5,BMR1B_AVR2B,GDF7_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O14793,ACVR_1B2B_receptor,GDF8_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O14793,TGFR_AVR2A,GDF8_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O14793,TGFR_AVR2B,GDF8_HUMAN,,curated,PMID:22710174,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O60383,TGFR_BMPR2,GDF9_HUMAN,,curated,PMID:12135884,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P39905,RET_receptor_1,GDNF_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9UBU3,Q02643,GHRL_HUMAN,GHRHR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-947647,,,,CellPhoneDBcore<=4.1
,P09681,P48546,GIP_HUMAN,GIPR_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P01275,P43220,GLUC_HUMAN,GLP1R_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P01275,O95838,GLUC_HUMAN,GLP2R_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P01275,P47871,GLUC_HUMAN,GLR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-163625,,,,CellPhoneDBcore<=4.1
,glyco_Lutropin,P22888,,LSHR_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-391367,R-HSA-391377,R-HSA-375281,,,CellPhoneDBcore<=4.1
,P01148,P30968,GON1_HUMAN,GNRHR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-391372,,,,CellPhoneDBcore<=4.1
,P01148,Q96P88,GON1_HUMAN,GNRR2_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-391372,,,,CellPhoneDBcore<=4.1
,O43555,P30968,GON2_HUMAN,GNRHR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-391372,,,,CellPhoneDBcore<=4.1
,O43555,Q96P88,GON2_HUMAN,GNRR2_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-391372,,,,CellPhoneDBcore<=4.1
,Q6UWK7,P49685,GP15L_HUMAN,GPR15_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q6UWK7,Q9UGT4,GP15L_HUMAN,SUSD2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P07359,integrin_aMb2_complex,GP1BA_HUMAN,,curated,PMC2194217,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P09341,Q16570,GROA_HUMAN,ACKR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P09341,P25024,GROA_HUMAN,CXCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P09341,P25025,GROA_HUMAN,CXCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P07492,P30550,GRP_HUMAN,GRPR_HUMAN,curated,uniprot;HMRbase;reactome,True,LGarciaAlonso,,R-HSA-375384,,,,CellPhoneDBcore<=4.1
,Q99075,P00533,HBEGF_HUMAN,EGFR_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q99075,Q15303,HBEGF_HUMAN,ERBB4_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q99075,P04626,HBEGF_HUMAN,ERBB2_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q9NRV9,P25089,HEBP1_HUMAN,FPR3_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-444847,R-HSA-444476,,,,CellPhoneDBcore<=4.1
,Q30201,P02786,HFE_HUMAN,TFR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P14210,P08581,HGF_HUMAN,MET_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P26927,Q04912,HGFL_HUMAN,RON_HUMAN,curated,PMID:23792360,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Histamine_byHDC,P35367,,HRH1_HUMAN,curated,uniprot;reactome,False,LGarciaAlonso,,R-HSA-390912,,,,CellPhoneDBcore<=4.1
,Histamine_byHDC,P25021,,HRH2_HUMAN,curated,uniprot;reactome,False,LGarciaAlonso,,R-HSA-390909,,,,CellPhoneDBcore<=4.1
,Histamine_byHDC,Q9Y5N1,,HRH3_HUMAN,curated,uniprot;reactome,False,LGarciaAlonso,,R-HSA-390886,,,,CellPhoneDBcore<=4.1
,Histamine_byHDC,Q9H3N8,,HRH4_HUMAN,curated,uniprot;reactome,False,LGarciaAlonso,,R-HSA-390886,,,,CellPhoneDBcore<=4.1
,HLAA,P43629,HLAA,KI3L1_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,HLAB,P43630,HLAB,KI3L2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,HLAC,P43626,HLAC,KI2L1_HUMAN,curated,PMID:28484462,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,HLAC,P43628,HLAC,KI2L3_HUMAN,curated,PMID:28484462,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13747,CD94:NKG2A,HLAE_HUMAN,,curated,PMID:28484462,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13747,CD94:NKG2C,HLAE_HUMAN,,curated,PMID:28484462,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13747,CD94:NKG2E,HLAE_HUMAN,,curated,PMID:28484462,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13747,P26715,HLAE_HUMAN,NKG2A_HUMAN,curated,Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13747,P26717,HLAE_HUMAN,NKG2C_HUMAN,curated,activating_interaction._uniprot_&_PMID:26697006,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13747,P26718,HLAE_HUMAN,NKG2D_HUMAN,curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P30511,P43629,HLAF_HUMAN,KI3L1_HUMAN,curated,PMID:27455421,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P30511,P43630,HLAF_HUMAN,KI3L2_HUMAN,curated,PMID:27455421,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P30511,Q14943,HLAF_HUMAN,KI3S1_HUMAN,curated,PMID:27455421,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P30511,Q8NHL6,HLAF_HUMAN,LIRB1_HUMAN,curated,PMID:11169396,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P30511,Q8N423,HLAF_HUMAN,LIRB2_HUMAN,curated,PMID:11169396,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P17693,Q8NHL6,HLAG_HUMAN,LIRB1_HUMAN,curated,uniprot;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P17693,Q8N423,HLAG_HUMAN,LIRB2_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q8IVG9,P25090,HUNIN_HUMAN,FPR2_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-416459,R-HSA-391913,,,,CellPhoneDBcore<=4.1
,Q8IVG9,P25089,HUNIN_HUMAN,FPR3_HUMAN,curated,reactome,True,LGarciaAlonso,R-HSA-444847,R-HSA-444476,,,,CellPhoneDBcore<=4.1
,Q9UBH0,IL36_receptor,I36RA_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P10997,AMY1_receptor,IAPP_HUMAN,,curated,reactome,True,LGarciaAlonso,,R-HSA-420265,,,,CellPhoneDBcore<=4.1
,P10997,AMY2_receptor,IAPP_HUMAN,,curated,reactome,True,LGarciaAlonso,,R-HSA-420265,,,,CellPhoneDBcore<=4.1
,P10997,AMY3_receptor,IAPP_HUMAN,,curated,reactome,True,LGarciaAlonso,,R-HSA-420265,,,,CellPhoneDBcore<=4.1
,P17936,Q86XT9,IBP3_HUMAN,TM219_HUMAN,curated,reactome;uniprot;PMID:20353938,True,LGarciaAlonso,R-HSA-6800024,R-HSA-6800035,,,,CellPhoneDBcore<=4.1
,P05362,integrin_aLb2_complex,ICAM1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05362,integrin_aMb2_complex,ICAM1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05362,integrin_aXb2_complex,ICAM1_HUMAN,,curated,PMID:16252253,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05362,P20701,ICAM1_HUMAN,ITAL_HUMAN,curated,Reviewed_in_PMID:23602662,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05362,P16150,ICAM1_HUMAN,LEUK_HUMAN,curated,PMID:1683685,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P13598,Q9NNX6,ICAM2_HUMAN,CD209_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P13598,integrin_aLb2_complex,ICAM2_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P32942,Q9NNX6,ICAM3_HUMAN,CD209_HUMAN,curated,PMID:15795245,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P32942,Q9H2X3,ICAM3_HUMAN,CLC4M_HUMAN,curated,PMID:15795245,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P32942,integrin_aDb2_complex,ICAM3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P32942,integrin_aLb2_complex,ICAM3_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q14773,integrin_aLb2_complex,ICAM4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,O75144,Q9Y6W8,ICOSL_HUMAN,ICOS_HUMAN,curated,important_for_T_follicular_helper_cells_(Tfh)_and_type_2_T_helper_cell_(Th2)_responses._Reviewed_in_PMID:23954143,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01566,Type_I_IFNR,IFN10_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01570,Type_I_IFNR,IFN14_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05015,Type_I_IFNR,IFN16_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01571,Type_I_IFNR,IFN17_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01568,Type_I_IFNR,IFN21_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,IFNA1,Type_I_IFNR,IFNA1,,curated,PMID:9208871,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01563,Type_I_IFNR,IFNA2_HUMAN,,curated,PDB:3se3,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05014,Type_I_IFNR,IFNA4_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01569,Type_I_IFNR,IFNA5_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05013,Type_I_IFNR,IFNA6_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01567,Type_I_IFNR,IFNA7_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P32881,Type_I_IFNR,IFNA8_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01574,Type_I_IFNR,IFNB_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q86WN2,Type_I_IFNR,IFNE_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01579,Type_II_IFNR,IFNG_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q9P0W0,Type_I_IFNR,IFNK_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q8IU54,Type_III_IFNR,IFNL1_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q8IZJ0,Type_III_IFNR,IFNL2_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q8IZI9,Type_III_IFNR,IFNL3_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q8IZI9,IL28_receptor,IFNL3_HUMAN,,curated,5t5w;PDB,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05000,Type_I_IFNR,IFNW1_HUMAN,,curated,PMID:9208871,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05019,IGF1R_enhancerComGPC3,IGF1_HUMAN,,curated,PMID:18413366,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P05019,P08069,IGF1_HUMAN,IGF1R_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05019,integrin_a6b4_complex,IGF1_HUMAN,,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P05019,integrin_aVb3_complex,IGF1_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,P01344,P08069,IGF2_HUMAN,IGF1R_HUMAN,curated,PMID:27102148,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,P01344,P11717,IGF2_HUMAN,MPRI_HUMAN,curated,uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1
,Q6UW32,Q9H665,IGFL1_HUMAN,IGFR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q6UWQ7,Q9H665,IGFL2_HUMAN,IGFR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
,Q6UXB1,Q9H665,IGFL3_HUMAN,IGFR1_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1
